GameID,PostID,FamilyAID,FamilyBID,GameTitle,FastMoneyID,QS_FastMoney_Q1,QS_FastMoney_Q2,QS_FastMoney_Q3,QS_FastMoney_Q4,QS_FastMoney_Q5,QS_FastMoney_Answers
61,298,62,64,G2: Rematch,314,": Acc. to married women, name a specific part of your hubby's body that you think is cute.",: Something a little kid might give his parents.,: A sport that's tough to play on a windy day.,": Besides a bird, something specific that has wings.",: A place kids try to sneak out of.,"Lisa: Chest (25), flowers (9), tennis (20), plane (34) & home (36)
Keyondra: Dimples (4), cards (21), football (4), helicopter & car
Unsaid #1s: Tush, drawings/pictures & school || "
62,299,66,60,"CG: Arrondos (Linda, Doris, Liza, Cathy & Anna) v. Crisonas",319,: Something of yours a Dr. checks starting w/ T.,: Something that makes a humming sound.,: Name the age when your life changed the most.,: Something you might add to a meatloaf.,: A dangerous occupation.,"Cathy: Tonsils (25), birds (28), 40 (3), potatoes (4) & fireman (13)
Doris: Temp. (19), 50, breadcrumbs (13) & police (36)
Unsaid #1s: 18 & onions"
63,299,67,64,"G2: Marrazzos (Bill, Diane, Janet, Karen & Louann) v. Loves",324,": Acc. to women, name a famous woman it would fun to change lives w/ for a day.",: A city w/ a good climate.,: Something a person would be happy to get out of.,: What age would you retire at if you had enough $?,: Something people put on baked potatoes.,"Lisa: Michelle Obama (19), Miami (18), marriage/relationship (4), 40 (5) & sour cream (48)
Karen: Janet Jackson, NY, test/quiz, 50 (32) & cheese (4)
Unsaid #1s: Oprah, L.A. & debt || "
64,302,66,68,"G1: Arrondos v. Abdur-Rahmans (Nneka, Amina, Ali, Salima & Yahya)",329,: What was the first card game you ever learned how to play?,: At what age is a woman most fascinating?,: Something you can do while talking on the phone.,: An office supply you often run out of.,: A drink that you might stir.,"Nneka: Spades, 21 (13), wash dishes (16), pen(cil)s (10) & martini (11)
Salima: Poker (15), 30 (20), drive, paper (32) & coffee (39)
Unsaid #1s: Go Fish & TV"
65,302,69,64,"G2: Dunns (Thomas, Candace, James, Barbara & Laura) v. Loves",334,: Something a child might have to dress up as for the Christmas play.,: How many times in your life have you been DUMPED?,: A kind of ball.,: What color do you think makes a woman look sexiest?,: Something that has a keyboard.,"Lisa: Jesus (5), twice (23), foot (16), black (34) & piano (39)
Darren: Tin Man, three (16), basket (21) & red (44)
Unsaid #1s: Angel, once, base & computer || "
66,329,70,71,"G1 (start of the TNA Wrestling games): Wrestlers (Matt Morgan, Mick Foley, Jay Lethal, Rob Van Dam & Mr. Anderson) v. Knockouts (Angelina Love, Lacey Von Erich, Tara, Christy Hemme & Velvet Sky)",339,: A sport where players bring more than one ball to the game.,: How many X-rated movies have you seen?,: An activity a man takes off his shirt to do.,: Something you might find in a janitor's closet.,: Something people like to do around the campfire.,"Mick: Three (10), swimming (28), mop (33) & cook marshmallows (34)
Jay: Baseball (29), 18, play football (2), broom (32) & tell stories (27)
Unsaid #1s: Golf, NONE, yard work/mow lawn & sing"
67,329,72,64,"CG: Rebhans (Jessie, Dr. Jay, Gator, Lois & Carol) v. Loves",345,: Something in your kitchen you might use several times a day.,": If you could be a certain age again, what would it be?",: Something that brings families closer together.,": Besides a fish, name an animal that's home in the water.",: Tell me the night of the wk. when restaurants are most-crowded.,"Darren: Dishrag (6), 21 (7), reunions (3), alligator (10) & Fri. (48)
Lisa: Sink/faucet (27), 25 (4), tragedies (16), turtle (34) & Sat. (44)- TOUGH WAY TO GO
Unsaid #1s: 18 & holidays || "
68,568,70,71,TNA Wrestling games (Tue),350,: Name the very first thing people do after they wake up in the morning.,: A type of business that has regular customers.,: Something you take to bed w/ you.,: A shoe size that's small for a man.,: Something people should do for their dogs at least once a day.,"Angelina: Yawn (19), grocery store (23), stuffed animal (8), 7 (26) & feed (37)
Velvet: Brush teeth (14), restaurant (19), sleeping cap, 8 (36) & wash
Unsaid #1s: Use bathroom, book/magazine & walk || "
69,580,70,71,TNA Wrestling games (Wed),355,: Someone you'd be SHOCKED to receive a NAUGHTY text message from.,: An insect you hope NEVER goes inside your ear.,": Besides water, something used to put out fire.",: Name the age when a girl should start wearing makeup.,: Something some men wear & some men DON'T.,"Rob: Mom (21), spider (21), COÂ² & 14 (18)
Ken: Grandma, earwig (5), fire extinguisher (29), 15 (29) & cologne (5)
Unsaid #1s: Bee/wasp & undies || "
70,581,70,71,TNA Wrestling games (Thur),360,: Something your mom made you do before you left for school.,": On the scale, how replaceable are you at work?",: Something that might get broken in a bar fight.,": Besides red, a color roses come in.",: Which occupation would you find the bravest people?,"Matt: Make the bed (7), 0, bottle (31), white (30) & athlete
Jay: Whiz/dump (2), 7 (2), glass (32), yellow (39) & fisherman
Unsaid #1s: Eat breakfast, 10 & firefighter || "
71,582,70,71,TNA Wrestling games (Fri),365,: Something that people might say your heart was made out of.,: How much does a chihuahua weigh?,: A room in the house where you might light a candle.,: Something a shy boy might be EMBARRASSED to ask her girl for.,": Using a report card grade, how good of a kisser are you?","Ken: Stone (41), five lbs. (20), bedroom (35) & her number (13)
Rob: Love, four lbs. (10), living rm. (13), dance & C (11)
Unsaid #1s: Three, date & A (both teams received $10K each at the end of the wk.) || "
72,308,73,74,"G1: Moores (Archie, Patricia, Kristen, Tony & Aaron) v. Speegles",371,: Something in your bathroom you might keep plugged-in all the time.,: An animal that has fangs.,: A sport where the fans do a lot of BOOING.,": On the scale, how much do you like surprises.",: French _____,"Lori: Blow dryer (23), bat (20), hockey (23), 7 (8) & kiss (11)
Jill: Night-light (13), snake (22), football (16), 10 (31) & toast (16)
Unsaid #1s: Elec. toothbrush, wolf & fries"
73,308,75,75.5,"G2: Browns (Amber, Angel, Andrea, Del & Ronald) v. Dunns (Rich, Stephanie, Helen, Judy & Pam)",377,": According to those married on the scale, how romantic's your spouse?",: A food that's red.,: Artificial ________,: An article of clothing of which you only own one.,: Tell me the month when you use your air conditioner the most.,"Helen: 5 (8), JELL-O (2), insemination (14), jacket (30) & Jul. (48)
Rich: 10 (23), apple (26), food coloring (6), hat (9) & Aug. (43)
Unsaid #1s: 8, sweetener & coat || "
74,309,76,74,"G1: Pattersons (Deloris, Juan, Regi, Kwesi & E.T.) v. Speegles",382,: How many lbs. heavier are you than the weight you put on your driver's license?,: Something little kids just love to ride.,: Something that a lot of people start but DON'T finish.,: What takes you the longest to do in the morning?,: A beverage that goes great w/ pie.,"Lori: 15 (3), merry-go-rd. (19), blow-dry hair (16) & milk (46)
Jill: 20 (14), tricycle (19), diet (15), makeup (3) & coffee (22)
Unsaid #1s: 10, pony/horse, reading book & waking up/getting out of bed"
75,309,77,75.5,"G2: Brookses (Byron, Sandra, Jared, Imani & Sara) v. Dunns",387,: A good magazine to keep in the bathroom.,: A kind of animal that performs.,: Something you find in a club sandwich.,: A place where people try to get good seats.,": On the scale, how rewarding's parenthood?","Pam: Reader's Digest (24), elephant (17), bacon (29), sporting event (27) & 10 (44)
Rich: People (11), tiger (5), lettuce (8), concert (29) & 9 (18)
Unsaid #1s: Dog & movie theater || "
76,310,7,74,G1: Jameses v. Speegles,392,": On the scale, how much do you gossip?",: Something that exists in outer space.,: A part of a computer.,: A geometric shape.,: A President whose face appears on a coin.,"Gina: 10 (9), aliens (8), keyboard (14), triangle (29) & Lincoln (40)
Jami: 7 (4), stars/Sun (31), monitor (22), circle (20) & Washington (36)
Unsaid #1s: 5, hard drive & square"
77,310,79,75.5,"G2: Pelusos (Kimber, Kara, Julie, Christopher & Tony) v. Dunns",397,": If a millionaire LOSES their money, name something else they might LOSE.",: Name the age when kids are the cutest.,: Something adults throw when they have tantrums.,: Name your favorite fruit.,: What are you usually doing when the Sun goes down?,"Kara: Family, five (3), cellphone (15), apple (31) & eating dinner (16)
Christopher: Home (18), two (25), dishes/plates (28), pineapple (2) & going out
Unsaid #1s: Wife/mate & watching TV || "
78,323,7,80,"G1: Jameses v. Raymonds (Libby, Derric, Ricky, Taylor & Emma)",402,": According to married women on the scale, how tight of a leash do you keep on your husband?",: A famous retail store you'd find in most malls.,: A veggie you marinate.,: Something people do while riding an exercise bike.,: A sport that's played w/ a small ball.,"Gina: 5 (20), macy's (18), mushrooms (13), listen to music (32) & tennis (17)
Jami: 7, JCPenney (25), zucchini (9), sweat (14) & baseball (18)
Unsaid #1s: 1/3, cucumber/pickle & golf"
79,323,79,81,"G2: Pelusos v. Wrights (Jai, Meteka, Michael, Shaleah & Donna)",407,": When camping, name an uninvited creature who might join you in your tent.",: How much was the largest bet you ever LOST?,: Sour____,: Something a man might wear to disguise himself.,: Something people do in prison to pass the time.,"Kara: Mosquito (11), $100 (25), apple (15), hat (13) & read (47)
Christopher: Raccoon (8), $1K (3), milk (6), costume (11) & lift weights (12)
Unsaid #1s: Snake, cream & mustache || "
80,324,7,82,"M-U: Jameses v. Sharpers (Chonie, Shoncy, Ted, Josephine & Kumoia)",413,: Something in your bathroom starting w/ T.,: Something people cram into.,: How far OFF are you from your ideal weight?,: Something people sell door-to-door.,: Something specific that people punch.,"Georgia: Toilet (28), closet (23), 10 (20), wallpaper & punching bags (40)
Jami: T.P. (17), purse (9), 5 (8), makeup (9) & walls (19)
Unsaid #1: Magazines/newspapers || "
81,303,83,84,"G1: Sanes v. Andersons (Greg, Kyle, Nikki, Kacey & Ryan)",418,: Something people worry they WON'T have enough $ for.,": Out of 10 married women, how many are faithful?",: A complaint parents might have about a big theme park.,: Something seen at bullfights.,: Something people pay to have straighten.,"Greg: College (17), five (12), too noisy (8), blood (7) & teeth (38)
Kyle: Home (5), eight (27), lines (36), cape (19) & hair (48)
Unsaid #1s: Retirement & bulls"
82,303,85,68,"G2: Kleins (Adam, Rachel, David, Christine & Joe) v. Abdur-Rahmans",423,: Something w/ which you might accidentally poke yourself in the eye.,: An exercise you HAVEN'T done in yrs.,": On the scale, how good are you at saving money?",: A food that's greasy.,: An occasion when a husband should send his wife flowers.,"Yahya: Hanger, running (8), 2 (5), chicken (20) & her birthday (24)
Salima: Pen(cil)(33), jumping jacks (16), 6 (8), fries (36) & Valentine's Day (29)
Unsaid #1s: Push-ups, 5 & anniv. || "
83,305,87,84,"G1: Lewises (Derrick, Misty, Brad, Kaleah & Kia) v. Andersons",428,: Something that men think makes 'em more attractive to women.,: Give me another word for â€œdogâ€.,: Something you WOULDN'T want to use if it was dirty.,: How long does it take a man to get ready for a date?,: Something assoc. w/ Halloween.,"Derrick: Muscles (29), Poodle, clothing (22), 20 min. (4) & witches (6)
Kia: Jewelry, pooch (18), toothbrushes (12), hr. (34) & pumpkins (40)
Unsaid #1s: Canine & silverware"
84,305,74,68,"G2: Speegles (Janice, Rod, Jill, Lori & Seth) v. Abdur-Rahmans",433,": According to married men, how many times today did you tell your wife you loved her?",: Something babies love to throw.,: Something you'd see at a rodeo.,: Something people eat at a BBQ.,: Something people wash w/ a sponge.,"Amina: Once (38), tantrums (5), horses (34), chicken (23) & dishes (37)
Salima: NONE (25), pacifier (2), bulls (32), potato salad & car (27)
Unsaid #1s: Toys/ball/rattle & ribs || "
85,306,87,88,"G1: Lewises v. DeCiccos (Luigi, Anna Maria, Carmine, Maria & Steven)",438,: Tell me how many people you kissed on New Yr.'s Eve.,: Something a little boy dreams about being.,: Something people crack.,: Something you NEVER clean behind.,: Something the U.S. grows a lot of.,"Luigi: Seven (2), astronaut (15), eggs (22), toilets (4) & corn (38)
Maria: Three (7), cowboy, nuts (21), bookshelves (2) & oranges (8)
Unsaid #1s: One, firefighter, knuckles & refrigerator"
86,306,89,68,"G2: Georges (Rob, Lori, Beth, Brittany & Getty) v. Abdur-Rahmans",443,: At what age do kids these days start using computers?,: Something people describe as being rotten.,: A popular U.S. landmark.,: Something that can be cherry-flavored.,: Something people try to cover up.,"Amina: 10, fruit (26), the Monument (10), candy (16) & faults 
Salima: 6 (14), children (17), The White House (11), lip balm & lies (10)
Unsaid #1s: 5, eggs, Statue of Liberty, drinks & skin || "
87,307,90,88,"G1: McSwiggins (Peter, Michelle, Kendra, Nicholas & Tony) v. DeCiccos",448,": On the scale, how spoiled are kids today?",: Something people get the urge to do.,: A good day to go food shopping to avoid crowds.,: A holiday that can be DANGEROUS.,: Something a man might HATE about his chest.,"Luigi: 6 (3), eat (29), Wednesday (15), Memorial Day & hairy (43)
Maria: 7 (9), drink (3), Tuesday (41), New Yr.'s Eve (29) & NO muscles
Unsaid #1s: 10 & 4th of July"
88,307,91,68,"CG: Cycyotas (Mike, Jillian, Kate, Tanya & Michael) v. Abdur-Rahmans",454,": On the scale, how respectful are most men towards women?",: Something you might eat more than one of at breakfast.,: Name any birthstone.,: Something that comes after the word â€œdoubleâ€.,: Name the most expensive thing in your home.,"Yahya: 6 (15), toast (16), jewel, tree & wedding ring (5)
Nneka: 10 (3), grapes, emerald (15), trouble (30) & TVs (36)
Unsaid #1s: 7, eggs & ruby || "
89,326,92,88,"G1: Maylors (Sonja, Moses, Dianne, Tony & TJ) v. DeCiccos",459,: A part of the body mentioned in many love songs.,: Tell me how long a headache lasts.,: What season do you most look forward to?,: Something people add sugar to.,: Something bees do.,"Luigi: Heart (37), hr. (25), Fall (19), coffee (45) & sting (24)
Maria: Eyes (29), half-hr. (11), Summer (35), tea & buzz
Unsaid #1s: Spring & make honey"
90,326,7,93,CG: Jameses v. Frosts,464,: Something you do when the air conditioning goes on the fritz.,: Something that can make a plane flight more enjoyable.,: After how many dates does a man STOP trying to impress?,: Name a real animal people tattoo on their bodies.,: A job in which you have to be a good driver.,"Shannon: Get naked (2), alcohol (13), five (19), dog (10) & ambulance driver (3)
Kristin: Call repairman (14), going to sleep, three (24), lion (2) & bus driver (38)
Unsaid #1s: Use fan, movies & snake || "
91,561,79,94,"G1: Pelusos v. Benvenutos (Susan, Cheryl, Donna, Laura & Lynn)",469,: Something you WOULDN'T want to be CAUGHT in the act doing.,: Egg____,: A big boy's toy a wife might buy for her husband.,: Something that might be blended.,: The avg. age a pro athlete retires.,"Cheryl: Sex (25), beater (5), video game (3), smoothies (36) & 30 (8)
Susan: Stealing (18), nog (12), car (19), Frappe (5) & 31
Unsaid #1s: Roll, motorcycle & 35"
