CommentID,PostID,CommentOrder,Author,Comment
306,289,1,Matthew Yothers ,"If I’m thinking right, for the Belling family, Kim #2 was the one who went in the booth."
307,290,1,jpgenius ,Nice job winning that 🚗 Kaysers!
308,290,2,jpgenius ,"Wait a sec – how did these people say that GOD is not more dependable than a man, but something else is?! What has this world come to? 😳"
309,290,3,jpgenius ,"Also, porcupine. 😂"
310,291,1,jpgenius ,"Well, that’s pretty painful. First, the Addisons lose the 🚗 and then the Datchers miss Fast Money by a single point. 😥 If I were to rate this episode like I rate one from Wheel (1-10), I’d give it a 4."
311,291,2,jpgenius ,"And even more painful, the Sudduths miss it by 3 points."
312,291,3,futuresamthegameshow ,I’m surprised Stock Options got 0. It should of gotten 2 points since I’ve heard of it before. Who did they survey?
313,291,4,futuresamthegameshow ,"Huh, your comments aren’t showing up."
314,291,5,Rohan Johnson ,Darn! The Addison Family were so close to win that 🚗
315,292,1,jpgenius ,Nice job in Fast Money Datchers!
316,292,2,jpgenius ,"Oh brother – after the Sudduths painful loss, the Littletons deny them a new 🚗. Yikes. But at least the Littletons won $20K."
317,293,1,jpgenius ,"Dang, the Datchers are KILLIN’ IT!"
318,293,2,jpgenius ,Crazy – Steve jumped right into “Brick House” after he revealed that 24″ was #1. 😂
319,294,1,jpgenius ,"Well, the Datchers sure had a lot of fun and won some big money. $40,995 is a VERY nice take for 3 days."
320,294,2,jpgenius ,What happened to the third question in game 2?
321,294,3,Matthew Yothers ,"Wait, didn’t the Reischel family compete on the Feud earlier in Season 13?"
322,294,4,Matthew Yothers ,"Also, 50 was the #1 answer for “What the heck happened?”"
323,295,1,jpgenius ,Sorry Howards.
324,297,1,jpgenius ,If only Cher said clothes…yipes.
325,298,1,Matthew Yothers ,I thought Texas was the #1 answer for the country music question.
326,299,1,jpgenius ,Wow…the Crisonas didn’t have much of a SHOT. The Arrondo ladies were just too good. 😥
327,300,1,jpgenius ,"So THIS was the first-ever Harvey episode, NOT the one with the Hutchinsons and Praegers."
328,301,1,jpgenius ,"Yipes. A loss by two points. Hey, at least the Darlings are going for the 🚗 next game."
329,302,1,jpgenius ,Yipes. 198 is not a number I’d like to see in Fast Money. Sorry about that Loves.
330,304,1,jpgenius ,"Whoa – $41,375 and the first 🚗 win of the season? The Darling family KILLED IT!"
331,304,2,jpgenius ,"Always nice to see two families win a 🚗 on the same night. $22,970 a great final score for the Morrisons!"
332,304,3,Matthew Yothers ,"And by the way, the remaining #1 answer in that first game was shoes."
333,306,1,jpgenius ,The Georges were here back in Nov. 2009; they lost to the Harris family (who later won a 🚙).
334,307,1,jpgenius ,"It may have taken Sudden Death, but the Abdur-Rahmans have grabbed a 🚗 in their Easter egg hunt!"
335,308,1,jpgenius ,The only reason I can think of for Steve bringing the Speegles back is because he truly enjoys them.
336,308,2,jpgenius ,Artificial…whoa. WHOA. This is a “family” show.
337,308,3,Matthew Yothers ,"Wait, for the article of clothing question, isn’t coat and jacket the same thing?"
338,308,4,Matthew Yothers ,"Also, on YouTube, someone actually thought Family Feud cheated because for Jill’s final answer of French toast, the survey changed from a 36 to a 16."
339,309,1,jpgenius ,"Two $20K wins in a row? Man, the Dunns are on FIRE!"
340,309,2,Matthew Yothers ,The first episode in this recap was the Naked Grandma episode.
341,310,1,jpgenius ,"Toilet seat down? Wow. Well, the Dunns have an even 40 to take home."
342,312,1,Matthew Yothers ,"I’m just wondering, when are you going to release the O’Neal family’s first game (O’Neal vs Kloster) and the game with the Barretts vs the Reischels? I believe those are two more lost episodes."
343,313,1,jpgenius ,Bring on the SHOUTING (from the O’Neals)!
344,313,2,Matthew Yothers ,"Because of Larry’s answers of panties and game show, that was a hilarious final Fast Money for the O’Neal family."
345,317,1,jpgenius ,The Easter Bunny was actually up there. Wow.
346,318,1,jpgenius ,"I think you meant the Dardens, not the Datchers."
347,318,2,jpgenius ,I’m surprised vase was NOT #1.
348,319,1,jpgenius ,No 🚗 for the Fishers? They waited all this time and now this? Rats. At least the Kellys won $20K.
349,319,2,jpgenius ,Here come the Browns. Bringing Tae Kwon Do to the Feud! 😁
350,319,3,Matthew Yothers ,Actually the #1 answer for that married couple question was cars.
351,321,1,jpgenius ,MAN! Sad the Salvatores missed by 5 points.
352,321,2,jpgenius ,"Excuse me, the Coniglios."
353,322,1,jpgenius ,If only Cori said something other than Bar Mitzvah…
354,322,2,Matthew Yothers ,"Or spouse/mate for being more secure, if she would’ve said something other than either one of those, they would’ve won on her birthday."
355,324,1,jpgenius ,That’s disgusting. Smokey Bear peeing on and EATING people?! 😳🤢😱
356,325,1,jpgenius ,"I saw a completely different episode in the first-run group, with the Johnsons (from Florence, SC) playing against the Flams. The Johnsons (this is their 2nd appearance given they lost to the Youngs from Lancaster, OH last February) went from 0 to Sudden Death, won the game, and $20K."
357,325,2,jpgenius ,"Actually, sources tell me Montijo vs. Colbert was supposed to air on the 27th."
358,325,3,jpgenius ,"Kidding, it aired tonight."
359,325,4,jpgenius ,"Wait a second – didn’t we see the first question in the first-run episode before? Like, on 10/17/2016? They’re really running out of ideas… 😳"
360,326,1,jpgenius ,"The Jameses did most of the work, but the Frosts denied them the 🚗 in one fell swoop. YIPES. 😥"
361,327,1,jpgenius ,Aw it’s OK Freemonts. We’ll get em next time.
362,328,1,jpgenius ,"Wow, the Johnsons are on a roll!"
363,329,1,jpgenius ,"The only thing I can say about the final outcome is DANG. It’s great to see the Loves win a 🚗, but it’s heartbreaking to see them miss Fast Money by ONE point. And worse, they missed it by TWO points the previous game. 😥😥😥"
364,329,2,ant0824 ,That gets the rating of a 3
365,329,3,Matthew Yothers ,"And also, unfortunately the Loves weren’t able to win the $20,000 at all, but hey, they’re still leaving with a car, which is better than nothing."
366,330,1,jpgenius ,Go Grays!
367,331,1,DAFEWD00 ,"Whoa, whoa, whoa…KILL him?! 😨 😨 😨"
368,332,1,jpgenius ,"Wow, Jehovah’s Witnesses/a religious group was the top answer? Steve probably thought it would be the Girl Scouts."
369,333,1,jpgenius ,THIS episode is hands down the funniest I’ve seen this season. It left me in some big stitches. 😂😂😂
370,333,2,Katie Rotton ,"This was THE funniest episode I’ve ever seen, at least that I remember! I was in hysterics by the 2nd answer (of 2nd family member) in the FM part! My son actually got off the computer to come see what I was laughing/crying at!  Am looking for it on video…"
371,333,3,Michelle ,What season and episode number was this from?
372,333,4,bobbymgsk ,"This season, but I don’t know the number."
373,333,5,DMK ,"Season 18, Episode 154"
374,333,6,Matthew Yothers ,That was the funniest Fast Money I have ever seen.
375,335,1,jpgenius ,Another 🚗 win? Good job Grays! (And his one was a shutout…)
376,336,1,jpgenius ,Robert must have heard “something people SAY on the street” in FM. Oops.
377,338,1,Matthew Yothers ,"Congrats for winning the $20,000, Davises!"
378,339,1,jpgenius ,Queen Latifah and Madonna should NEVER have been on that list. Period.
379,339,2,TheFeud22 ,"I agree, whoever said those were totally stupid and clearly have never seen their breasts."
380,339,3,DAFEWD00 ,"Me man, you woman?! What the hell kinda answer is that?!"
381,344,1,Matthew Yothers ,"For the question, a type of dip people eat with chips, if French onion was taken, I think #2 would probably be salsa."
382,344,2,jpgenius ,I eat cheddar chips with sour cream. 😋
383,345,1,Matthew Yothers ,"This must be the game that made the Hughes family come back the next season. And also, congratulations on winning $20,000 Vergaras."
384,345,2,Matthew Yothers ,"And also, bobbymgsk, you forgot another game on the Feud earlier for Group 2, the Barretts vs the Reischels, the Barrett family won the game, they made us laugh a little bit, but they didn’t win, they only picked up $725 in that game."
385,345,3,Matthew Yothers ,"And the members’ names were T.L. Sr., Autumn, Kisha, Heather, and T.L. Jr."
386,345,4,Matthew Yothers ,"And also, Kisha and T.L. Sr. were the two people that did Fast Money in that previous game."
387,346,1,Matthew Yothers ,"For the question, something kids want at bedtime, Rashida actually said a bedtime story, and Safiya had the #1 answer of drink/food, but glass of milk still qualified; still, congratulations to them for winning the $20,000 immediately."
388,346,2,Matthew Yothers ,"Also, that first group game is “Battle of the Sexes” once again."
389,350,1,agusgokil1681 ,"G1: mcfaddens wins $800
G2: klemmers wins $20,000"
390,350,2,jpgenius ,"While I’m glad the Klemmers brought home the bacon to my area 😁, I’m sad to see the Johnsons leave without a 🚗 😢."
391,350,3,FEWDLUVR3 ,E.T. in a basket? Really?!
392,351,1,jpgenius ,"The Hatchers just love taking all the points, don’t they?"
393,352,1,jpgenius ,"GREAT 🚗 + $42,570 win Hatchers! (And BTW Chad lost his shoes on the way to the vehicle.)"
394,352,2,Matthew Yothers ,I think L.A. was what Heather meant when she said California.
395,353,1,jpgenius ,Midgets. 😂😂😂
396,354,1,jpgenius ,You go Shawne!
397,355,1,Matthew Yothers ,"That was the game with Shekira’s long pants moment.
(VB) https://www.youtube.com/watch?v=WzcmF-B9CfE"
398,357,1,jpgenius ,"According to Tiger Droppings, there may have been a discrepancy in the first game: Elham apparently said “old woman” and it counted only as #2."
399,358,1,Matthew Yothers ,"Wow! An even 200 points for the DePalma family to win $20,000. Amazing."
400,359,1,jpgenius ,Zack and Big Mac Attack? Never heard of those before.
401,360,1,jpgenius ,A good sucker Shawne? And how is DOG #1?!
402,363,1,jpgenius ,Best of luck McFaddens!
403,365,1,jpgenius ,A 🚗 win? WTG McFaddens!
404,366,1,Joey Scafetta ,Northside vs. Southside
405,367,1,jpgenius ,No WONDER the Watsons couldn’t steal #4.
406,370,1,Matthew Yothers ,This was the episode in which they paid tribute to Richard Dawson. (RIP to him: 1932-2012)
407,371,1,jpgenius ,"Man, I thought Kristi had it with the closet. This 🚗 loss was REAL painful. 😥 Sorry Webbs."
408,372,1,jpgenius ,MAN. That Ford Fusion would have fit the Browns to a T.
409,372,2,jpgenius ,Yipes.
410,372,3,jpgenius ,Really? The 12-inch item?! 😳🤦🏾‍♂️
411,374,1,jpgenius ,Oh GOSH. THAT answer (from Secily).
412,376,1,jpgenius ,Original triple point question: An animal you associate with a holiday.
413,381,1,DAFEWD00 ,"Whoa, whoa, WHOA! What’s that steamed windows answer supposed to mean?"
414,382,1,jpgenius ,Looks like Holly rushed on the second question. 😂
415,384,1,jpgenius ,Wanda and Lissette: the dream team for 5 days ina. row! Go Cabreras!
416,385,1,jpgenius ,The #3 answer to question 3 was actually pasta.
417,386,1,jpgenius ,Sad to see the Colberts lose the 🚗 in a shutout. But happy to see the McDonalds win the money on Abbie’s birthday.
418,388,1,jpgenius ,"Well, that’s new (the new set)."
419,388,2,jpgenius ,Wait…did Kris say you shouldn’t be afraid to kill a DOG?! 😳🤦🏾‍♂️😡
420,389,1,jpgenius ,"Sorry, Frates family. The Reeds are just too good."
421,391,1,jpgenius ,"Excuse me, Heather, you can’t buzz in yet! Steve didn’t even finish the question (#2)! 😂"
422,392,1,jpgenius ,Wow – the 3 Amigos was a dud? 😳
423,395,1,jpgenius ,I didn’t have a good feeling about the Stroms’ 🚗 game – the Stevensons were just too good.
424,396,1,jpgenius ,I would’ve said George Michael for the last question. RIP George.
425,399,1,jpgenius ,The Keiths are on a roll – 40 grand? Nice!
426,400,1,jpgenius ,"Ebola? Not funny, writers. NOT funny. 😡😡😡"
427,400,2,jpgenius ,"MAN, that sucks. A one-point loss."
428,400,3,jpgenius ,I felt real bad for the Stevensons after seeing that.
429,400,4,jpgenius ,As for Stacey on the first question – Steve was only halfway through and she buzzed in…and pretty much finished his sentence! 😂
430,401,1,jpgenius ,"Welcome back Schneiders. And that means we’ll have to say goodbye to the Hunts. But they won $40,650. A LOT of money for 3 days."
431,401,2,jpgenius ,There you go Stevensons! Now let’s go win some more!
432,404,1,Matthew Yothers ,"Russell had big red comb for that rooster question, but he didn’t know what it was called and was too late."
433,409,1,jpgenius ,OUCH.
434,412,1,jpgenius ,GO Stevensons! 😁
435,414,1,jpgenius ,2 points short? Bummer.
436,414,2,Matthew Yothers ,"Double bummer actually, the Murphy family lost by 2 points, and the Holliday family lost by 16. I’m terribly sorry about that."
437,414,3,jpgenius ,Whoa – PLANE wasn’t up there?!?!
438,414,4,Matthew Yothers ,"I completely agree with that statement, I was really surprised it wasn’t up there, who did they survey?"
439,414,5,Matthew Yothers ,"And also, I thought crane was another good one for that question."
440,414,6,Matthew Yothers ,I think Jackie thought Steve said something that rhymes with the word “stop”.
441,415,1,jpgenius ,GO REGINA!
442,417,1,jpgenius ,I wish we could sneak in another 🚗 game before this season’s over.
443,417,2,jpgenius ,HOLD EVERYTHING – Delton said “clouds” and Crystal said “angel wings”. How did her answer count as “flying/floating” and not his? Bring the Fast family back!
